Size 1639,2
3.138515162532758568e-11,-3.859098627100312613e-10
-1.630761260395957597e-12,-3.355404666547126887e-10
2.810069207691494076e-11,-2.768036776366041832e-10
-1.007489348980346545e-11,-2.635441648958776539e-10
2.475161914863926630e-11,-2.496083088576806362e-12
7.209133140278415054e-12,4.811246078104482790e-11
4.396663850548232297e-12,6.255444759796322457e-11
-2.088170441523334997e-11,7.633980516329928433e-11
3.153326013893273998e-11,-3.400930341538445227e-10
-1.500548532979877491e-10,-4.604970969993779576e-11
1.345581504337658910e-10,-3.302087612346346711e-11
-3.417244739384581984e-12,6.126160282414786888e-11
4.074596280514469727e-12,6.471049195667971283e-11
6.008990933174875092e-13,2.143466320104426473e-10
-1.184998981815228019e-12,1.611996068930205075e-10
-4.108801846801793281e-12,-4.189429483306665083e-10
-2.591124770499550908e-11,-2.870462004050113936e-10
-1.451988036097836282e-11,-2.704790651559866205e-10
6.647670204752882259e-12,-2.785684071000736728e-10
-8.940251903753836380e-12,-2.801429521468272207e-10
-1.211758871542884090e-11,-2.542659212676947316e-10
9.647930899905276291e-12,-2.651208033861086678e-10
3.249442348267404936e-11,-2.893501365521539307e-10
-3.818137618399829813e-11,-2.450587454523969394e-10
5.086008144464072220e-11,-2.879063820081183993e-10
2.627778542064341969e-11,-2.982856867640995758e-10
-1.198638291661524290e-10,-2.417937775914512006e-10
6.623392571233003319e-11,-3.131432613810840268e-10
-4.850323225719734899e-12,-2.521711766900105186e-10
5.968744649166250944e-11,-2.478443161295387368e-10
7.620964151497256771e-11,-3.423710909167002942e-10
4.218344875921583775e-12,-2.832205845715858938e-10
-2.973168860018730482e-12,-3.830245964078623677e-10
5.294843519819368328e-12,-3.197587256999240421e-10
7.945263079670441646e-12,-3.443947568691276829e-10
4.244892594229879041e-13,-3.371001255365442861e-10
-1.431866759068538271e-11,-3.437983575010539991e-10
-7.653983704795547070e-12,-3.628148192185923337e-10
-1.181100047659513615e-11,-3.452631390133517173e-10
7.089532126505591498e-13,-3.427365079722886458e-10
-3.669650151485286139e-11,-3.789097915571722416e-10
1.732866731808629073e-11,-3.817566892005674946e-10
-3.414653942166220475e-11,-3.265210145349549221e-10
1.981703142561695440e-11,-3.645236334903135525e-10
-3.513306999038690179e-11,-3.397044222873350997e-10
1.672103597263627577e-11,-3.585514771963663297e-10
-2.252029115512896753e-11,-4.613317028872494977e-10
-5.761945626201312948e-11,-2.777502357722076468e-10
5.701027094151650846e-11,-2.205044281505566019e-10
1.022632644936817828e-11,-3.224677837874140520e-10
-2.283319202190781179e-11,-2.570434621750697459e-10
1.775398700194595637e-11,-2.090375326218813183e-10
4.950325575561306428e-11,-2.394466849877079444e-10
1.591558315395784246e-11,-2.836530936046184594e-10
-5.456416389289803390e-12,-2.334722701911809311e-10
1.975923665065137425e-11,-2.738788447120713154e-10
-1.301693908569656526e-11,-2.563194842711254411e-10
1.364857851190625793e-12,-2.920590738317370840e-10
1.001680275477459541e-10,-1.392165549646995958e-10
3.525639462976548286e-11,-2.801761821403158769e-10
-4.811799239667644202e-11,-2.561244090904551943e-10
-3.285021618199216757e-13,-1.895105720705351585e-10
6.579289734614906083e-12,-2.074285063572403638e-10
-1.230052222805472696e-11,-2.038365584961619639e-10
2.381124639606561749e-11,-2.111883787570624286e-10
5.247822583779520963e-12,-2.745429329650065081e-10
-1.857805316208180264e-12,-2.593166685819862927e-10
-2.057816425837361403e-11,-2.122158663598113105e-10
2.180843478617534471e-11,-2.152509465270647488e-10
-5.878854040364595573e-12,-2.559063171814294124e-10
2.917922557351721183e-12,-2.300525977112196259e-10
2.883577712593791709e-12,-2.523898034238187723e-10
1.375212771853784431e-11,-2.677778102834786677e-10
-3.266379522020800972e-12,-2.697927706824164986e-10
-9.282599456712940775e-13,-2.560233748414246701e-10
-3.435232114742383346e-12,-2.518247147548222484e-10
-4.905455840730821264e-12,-2.479185627449957133e-10
-2.606590253569369006e-12,-2.450646273412218710e-10
-3.740524223977897664e-11,-2.145482594914303363e-10
-6.423902057310684548e-11,-1.231541027662546880e-10
-5.490144530108658231e-11,-1.642681037183994688e-11
-2.634378122463456768e-11,4.779456833648951631e-11
2.319079299779800492e-11,3.584654291835158563e-11
7.307426416503438290e-12,-1.116861885801615669e-11
-2.002509165202129619e-11,-4.608589752334069542e-12
-4.700358114559329242e-11,5.726269411008119806e-11
7.846108915308436260e-12,1.058146448492163679e-10
7.693804511414598453e-12,6.808043909427628229e-11
1.183184046706349250e-11,4.756905829572134961e-11
-8.391821210194300660e-12,3.344399575515314542e-11
2.560160518445216624e-12,5.799645552856631336e-11
-5.910120058067955675e-12,6.512026224790296621e-11
9.998320878276528900e-12,5.050110600158640195e-11
1.520797996510856250e-12,7.028711832219319538e-11
-4.776765166429587826e-13,5.823731175702850012e-11
-3.617827923317346368e-12,8.345891508772926592e-11
-6.765528996035069252e-12,6.519495396879505092e-11
4.300064982447496008e-13,7.524784084936968623e-11
1.853759309919464248e-12,7.025738858837552400e-11
-2.783805938038909489e-12,6.716852758169238852e-11
2.735837515152041979e-12,7.351655926939682101e-11
-5.916073044717911291e-11,-2.725726152920121135e-10
-1.033962387458374088e-11,-3.944608403886806612e-10
-7.065664170612699455e-12,-3.196677779540712001e-10
3.250854952896870068e-13,-2.930829055245409732e-10
-1.666501068071112180e-11,-3.348875135626614605e-10
-2.265620529396131270e-11,-3.259174256459662821e-10
3.028800931738377966e-12,-2.546168485317919714e-10
-2.383475872222913214e-11,-2.559681548528039827e-10
1.307463868655263360e-11,-2.141868456057257189e-10
-6.762774038695403474e-11,-2.527505183461203193e-10
1.128275945476652654e-10,-1.544843213407058449e-10
-1.820316506828986000e-10,-2.125745400419048207e-10
1.539049746791254976e-12,-1.143260103020066061e-10
-8.392632242489734597e-11,-1.157154455865523922e-10
-5.733201172154235391e-11,-9.717820124223714378e-12
-1.694543743305341658e-11,-6.057673576132090069e-11
1.294654714955294956e-10,-6.623355384887391803e-11
-1.113228329285237727e-10,-7.023565775818532410e-11
1.034570975867631736e-10,-5.936398296618317087e-11
-1.932820943786457098e-10,-3.739121159700393353e-11
1.618622120137408993e-10,8.216179217242784823e-12
-8.376473349811314838e-11,-4.295991679840975491e-11
-6.615898300497856281e-11,-3.851973100228993933e-11
4.981106219466144061e-11,6.570025581207815747e-11
-8.517183617910828230e-11,-6.060572750360502462e-11
-1.115685071117137110e-11,-3.675045714335612699e-11
-2.481822826551449411e-11,-3.652874351463798574e-11
-5.194486972820981905e-11,-1.431434154451764790e-11
9.774394159136800250e-12,4.378667747911996079e-11
2.164730800185160284e-11,1.050888000527475219e-11
2.172278307363362548e-11,-3.117322848561422407e-11
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-2.706971608380257340e-11,-9.525700300945210020e-12
-6.259278328335072964e-11,-3.275462129955717925e-11
-1.474730704012357214e-11,-6.311264087636945168e-11
