Size 1639,2
7.543748134364717634e-09,-1.548678215272157726e-08
7.610453459584463777e-09,-1.714075225550753300e-08
-1.315766219117637436e-08,-3.947920389250138887e-09
-8.711206375755191324e-09,-2.937514182086119862e-09
-3.854281475120835481e-09,-4.309252824050298485e-11
-5.397680587911275998e-08,-7.363703653088846720e-09
-5.650220296696479573e-08,-1.492391913639583199e-08
-5.648455388487976801e-08,-7.361821751653258034e-09
7.525666221798250783e-09,-1.407596463647983803e-08
-3.745570986175475003e-09,-8.737842472547856216e-10
-1.871836723699377819e-09,1.797698067331420416e-09
-5.314634826749837479e-08,-1.573926602891700827e-08
-5.315671426775772797e-08,-1.171424557061228991e-08
9.511957669258658879e-09,-8.316210744993143581e-09
6.790330502059026475e-09,-8.314132304545967947e-09
8.711769536308353325e-09,-1.407484594707177401e-08
-1.266031776625420500e-08,-4.264760555304864193e-09
-1.217925599852458105e-08,-4.592822907897035365e-09
-1.169078960871591380e-08,-4.943161636165475628e-09
-1.116674049723670225e-08,-5.334538339888486659e-09
-1.056996722605630261e-08,-5.789508759599691376e-09
-9.856233022705625275e-09,-6.337750243697848262e-09
-8.967953235062693540e-09,-7.003881316600721228e-09
-7.849955506819013785e-09,-7.818498482846053543e-09
-6.464077835447461127e-09,-8.802888032263521533e-09
-4.835539407012271284e-09,-9.928814514074608352e-09
-3.128873771055243627e-09,-1.108816258950906050e-08
-1.448762936204448606e-09,-1.220299635812832650e-08
1.812906043209465313e-10,-1.325899940302837236e-08
1.700080649062243317e-09,-1.420189985850713973e-08
2.965622227828730455e-09,-1.495167880560445040e-08
3.949433353894706617e-09,-1.549853113150513878e-08
4.696666574164042814e-09,-1.589289397384186374e-08
5.276171354623921846e-09,-1.618563606975816922e-08
5.738711170845349188e-09,-1.639840797319864672e-08
6.119332270784367173e-09,-1.656750430200029710e-08
6.446344990077781025e-09,-1.670593703983162899e-08
6.738861576138175002e-09,-1.682392813126169401e-08
7.014221205796536974e-09,-1.693324913968651625e-08
7.292238555900653185e-09,-1.704138839299412590e-08
7.396983836989452972e-09,-1.529129965363827928e-08
7.228477819959661762e-09,-1.509677450097759054e-08
7.029625128746149567e-09,-1.488586996246569040e-08
6.788132658172543858e-09,-1.464009571824889286e-08
6.488054988287460934e-09,-1.434557349648729771e-08
6.097747895030686117e-09,-1.397495019885670743e-08
5.572960753806030452e-09,-1.350237383499985379e-08
4.855826887042205795e-09,-1.287613368568299275e-08
3.877517744651504104e-09,-1.205884311345088677e-08
2.601563338951471076e-09,-1.103939832209793819e-08
1.097730112960597044e-09,-9.887841200347087900e-09
-4.913838936442426977e-10,-8.700123225615854302e-09
-2.139384310472022839e-09,-7.494296973846025896e-09
-3.771190146357494175e-09,-6.323076475540261188e-09
-5.205254789358613694e-09,-5.314600314067884586e-09
-6.373947642949519817e-09,-4.509301471320084163e-09
-7.304239423898921916e-09,-3.877843310066487518e-09
-8.054509194343178852e-09,-3.371960278532141133e-09
-4.438190651558464682e-09,-1.764503808731958639e-11
-5.211202185763712357e-09,-2.186638921176557877e-11
-6.119791762804394568e-09,-4.505838945889221411e-11
-7.018394204836713941e-09,-5.916346940249129856e-11
-7.862081366433118936e-09,-8.227115019434211267e-11
